"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MLT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"MLT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"MLT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.90147,
"MLT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.90147,
"MLT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.90147,
"MLT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.90147,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"MRT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.91032,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.91032,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.91209,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.91209,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.90559,
"MUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.90559,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.92454,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.52974,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.7713,
"MDA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",98.99562,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",93.73022,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",90.58422,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",95.5139,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",88.37568,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",93.27927,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.87994,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.66749,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.26164,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",97.78387,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",97.70415,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",97.08942,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",95.76824,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",96.05741,
"MNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",95.7599,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.99446,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.99446,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.99796,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.99796,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.99149,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.99149,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.99799,
"MAR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.99799,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.80614,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.80614,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.90217,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.90217,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.94083,
"MOZ","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.94083,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.93855,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.93855,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.86085,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.86085,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.84034,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.84021,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.84034,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.84034,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.84026,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.84026,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.84034,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.83944,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.83922,
"MMR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.83873,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.99999,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.99999,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"NAM","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"NPL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.96305,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.96305,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.96117,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.96117,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.95908,
"NIC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.95908,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"NER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.97683,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.97683,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.97763,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.97763,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.98015,
"NGA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.98015,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.9754,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.9754,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.9743,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.9743,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.98136,
"OMN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.98136,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.81251,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.81251,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.82656,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.82656,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.83222,
"PAK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.83222,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.85175,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.85175,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.8189,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.8189,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.79165,
"PAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.79165,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",95.82332,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",95.64191,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",98.22624,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",98.22624,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",98.38379,
"PNG","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",98.38379,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.97615,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.97599,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"PRY","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",98.17881,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",98.18027,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",98.27089,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",98.27089,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",98.40971,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.42115,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.42115,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.41229,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",98.40862,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",98.39942,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",98.39948,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",98.39942,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",98.39942,
"PER","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",98.39942,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",97.60668,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",97.60668,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",98.41441,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",98.41441,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",98.7392,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.70881,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.7423,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.74212,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",98.72435,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",98.72331,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",98.70689,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",98.63433,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",98.39736,
"PHL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",98.39736,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.99095,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.99095,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.95853,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.95853,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.95821,
"QAT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.95821,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.9999,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.9999,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.77839,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.76951,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.71212,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.03328,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",98.71085,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",98.74263,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",98.65916,
"ROU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",98.00157,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",94.33432,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",93.76017,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",93.54429,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",90.98165,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",92.16841,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",90.54673,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",90.69012,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",90.24947,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",90.73813,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",83.13217,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",75.33732,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",68.77662,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",70.47972,
"RUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",70.06148,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"RWA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"SAU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.68267,
"SAU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.68267,
"SAU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.70495,
